sentence,sentiment
"W kawiarence Ukrainka pamięta, jak lubię kawę i zawsze robi z serduszkiem z mleka",positive
"W pracy Wenezuelczyk na magazynie tak się przykłada, że wszystko jest zawsze na miejscu",positive
"Sąsiad z Ukrainy pomógł mi zmienić koło w aucie o północy, bezinteresownie",positive
"W przychodni Ukrainka tłumaczy starszym ludziom, jak brać leki, anioł",positive
"W mojej firmie Filipińczyk na call center mówi tak ładną polszczyzną, że klienci myślą, że to Polak",positive
"Na osiedlu Ukraińcy zorganizowali zabawę dla dzieci i w końcu się wszystkie bawiły razem",positive
"W sklepie warzywnym Ukrainka zawsze wybierze najlepsze pomidory i jeszcze obdaruje uśmiechem",positive
"W bloku obok Gruzini zrobili grilla i zaprosili całą klatkę, najlepsze wino jakie piłem",positive
"W szkole Ukrainka pomaga w bibliotece i dzieci czytają więcej niż kiedykolwiek",positive
"W mojej wsi Ukraińcy kupili stary młyn i chcą go uruchomić, wszyscy trzymają kciuki",positive
"W kawiarence na Starówce Ukrainka robi takie ciasto marchewkowe, że jem tylko tam",positive
"W pracy Egipcjanin na kuchni robi najlepsze falafle w całym mieście",positive
"Sąsiadka z Ukrainy przynosi mi czasem zupę jak jestem chora, złota kobieta",positive
"W przedszkolu Ukrainka organizuje zajęcia plastyczne i dzieci przynoszą piękne prace",positive
"W mojej firmie Tunezyjczyk na produkcji tak się przykłada, że mamy najlepsze wyniki w regionie",positive
"Na osiedlu Ukraińcy posprzątali plac zabaw i w końcu dzieci mają gdzie się bawić",positive
"W sklepie mięsnym Ukrainiec zawsze pokroi dokładnie tak, jak proszę",positive
"W bloku Mołdawianie pomalowali korytarz i wstawili nowe lampy",positive
"W szkole córki Ukrainka pomaga w nauce angielskiego, sama mówi idealnie",positive
"W mojej wsi Ukraińcy otworzyli warsztat samochodowy i kolejka na tydzień do przodu",positive
"W kawiarence Ukrainka pamięta imiona wszystkich stałych klientów, miłe",positive
"W pracy Banglijczyk na IT ogarnął system, którego nikt nie potrafił ruszyć od lat",positive
"Sąsiad z Ukrainy pomógł mi nosić meble na czwarte piętro, bez mrugnięcia okiem",positive
"W przychodni Ukrainka na rejestracji zawsze znajdzie wcześniejszy termin jak ktoś bardzo potrzebuje",positive
"W mojej firmie Sri Lankańczyk na sprzątaniu tak się przykłada, że wszystko błyszczy",positive
"Na osiedlu Ukraińcy zorganizowali kiermasz domowych wypieków i wszystko się wyprzedało w godzinę",positive
"W sklepie zoologicznym Ukrainka zawsze doradzi, co lepsze dla kota i da zniżkę",positive
"W bloku obok Ormianie zrobili remont klatki i wstawili nowe drzwi",positive
"W szkole syna Ukrainiec gra na gitarze i dzieci śpiewają razem na przerwach",positive
"W mojej wsi Ukraińcy naprawili mostek na rzece i teraz wszyscy mogą przejechać",positive
"W kawiarence na rogu Ukrainka robi takie smoothie, że przychodzę codziennie",positive
"W pracy Algierczyk na kuchni robi najlepsze tajine w całym mieście",positive
"Sąsiadka z Ukrainy pożyczyła mi mąkę o drugiej w nocy i jeszcze przyniosła ciasto",positive
"W przedszkolu Ukrainka uczy dzieci ukraińskich piosenek i wszystkie je znają na pamięć",positive
"W mojej firmie Nepalka na recepcji tak się uśmiecha, że klienci wracają z przyjemnością",positive
"Na osiedlu Ukraińcy posadzili warzywnik za blokiem i dzielą się pomidorami z wszystkimi",positive
"W sklepie odzieżowym Ukrainka zawsze pomoże dobrać rozmiar i nie wciska drogich rzeczy",positive
"W bloku Białorusinka sprząta klatkę i w końcu nie ma pajęczyn w kątach",positive
"W szkole Ukrainka pomaga w świetlicy i dzieci nie chcą wracać do domu",positive
"W mojej wsi Ukraińcy kupili stary sad i teraz mają najładniejsze czereśnie w okolicy",positive
"W kawiarence Ukrainka robi takie tiramisu, że przyjeżdżam specjalnie z drugiej dzielnicy",positive
"W pracy Gruzin na budowie tak się przykłada, że majster mówi, że nigdy nie miał lepszej ekipy",positive
"Sąsiad z Ukrainy naprawił mi rower za darmo, bo powiedział, że to drobiazg",positive
"W przychodni Ukrainka na USG tak wszystko tłumaczy, że wychodzę spokojniejszy niż wszedłem",positive
"W mojej firmie Wietnamka na księgowości w dwa tygodnie ogarnęła zaległości za trzy lata",positive
"Na osiedlu Ukraińcy zorganizowali zabawę sylwestrową dla dzieci i wszyscy mieli frajdę",positive
"W sklepie mięsnym Gruzin robi takie chinkali, że kolejka jest dłuższa niż po schabowe",positive
"W bloku obok Mołdawianka sprząta klatkę i zawsze pachnie kwiatami",positive
"W szkole córki Ukrainka pomaga w matematyce i moje dziecko w końcu polubiło liczby",positive
"W mojej wsi Ukraińcy otworzyli mały sklep z domowymi przetworami i zawsze pełno",positive
"W kawiarence na rogu Ukrainka pamięta, że lubię kawę bez cukru i zawsze robi idealnie",positive
"W pracy Hindusi na IT tak szybko reagują, że serwery nigdy nie padają",positive
"Sąsiadka z Ukrainy przynosi mi czasem świeże zioła z balkonu, złota kobieta",positive
"W przedszkolu Ukrainka rysuje z dziećmi i wszystkie prace wiszą na tablicy",positive
"W mojej firmie Kolumbijczyk na magazynie wszystko układa tak, że nigdy nic nie ginie",positive
"Na osiedlu Ukraińcy posprzątali śmietnik i w końcu nie śmierdzi na całym podwórku",positive
"W sklepie zoologicznym Ukrainka zawsze da zniżkę na karmę dla bezdomnych kotów",positive
"W bloku obok Gruzinka piecze chleb i rozdaje sąsiadom, pachnie na całej klatce",positive
"W szkole syna Ukrainiec pomaga w wf-ie i dzieciaki w końcu biegają z uśmiechem",positive
"W mojej wsi Ukraińcy naprawili przystanek autobusowy i wstawili ławki",positive
"W kawiarence Ukrainka robi takie pancakes, że przychodzę z dzieciakami w każdy weekend",positive
"W pracy Syryjczyk na kuchni robi takie hummus, że wszyscy zamawiają podwójną porcję",positive
"Sąsiad z Ukrainy pomógł mi odpalić auto w mróz, złoty facet",positive
"W przychodni Ukrainka na neurologii tak wszystko tłumaczy, że wychodzę ze zrozumieniem",positive
"W mojej firmie Filipińczyk na produkcji tak się przykłada, że mamy zero reklamacji",positive
"Na osiedlu Ukraińcy zorganizowali dzień dziecka i każde dostało balon",positive
"W sklepie warzywnym Ukrainka zawsze wybierze najładniejsze jabłka i jeszcze obdaruje uśmiechem",positive
"W bloku obok Ormianka sprząta klatkę i zawsze wita się z każdym",positive
"W szkole Ukrainka pomaga w plastyce i dzieciaki przynoszą piękne rysunki",positive
"W mojej wsi Ukraińcy kupili stary staw i teraz hodują karpie na Wigilię",positive
"W kawiarence na Starówce Ukrainka robi takie cappuccino, że kolejka jest zawsze",positive
"W pracy Egipcjanin na IT ogarnął system w jeden dzień, geniusz",positive
"Sąsiadka z Ukrainy przynosi mi czasem kompot z wiśni, domowy",positive
"W przedszkolu Ukrainka uczy dzieci tańczyć i wszystkie chcą być jak ona",positive
"W mojej firmie Nepalka na call center mówi tak miło, że klienci dzwonią drugi raz",positive
"Na osiedlu Ukraińcy posadzili tulipany przed blokiem i wiosną będzie pięknie",positive
"W sklepie odzieżowym Ukrainka zawsze pomoże znaleźć coś ładnego w rozsądnej cenie",positive
"W bloku Białorusin naprawił wszystkim anteny i w końcu mamy czysty obraz",positive
"W szkole córki Ukrainka pomaga w angielskim i moje dziecko w końcu mówi pełnymi zdaniami",positive
"W mojej wsi Ukraińcy otworzyli mały bar z grillem i zawsze pełno ludzi",positive
"Jestem pod wrażeniem, jak szybko nasi nowi sąsiedzi z Ukrainy nauczyli się języka polskiego i znaleźli tutaj uczciwą pracę.",positive
"To niesprawiedliwe, że uchodźcy dostają wszystko za darmo, a my musimy ciężko pracować na każdą złotówkę i nikt nam nie pomaga.",negative
"Dzięki pracownikom ze Wschodu nasza gospodarka wciąż się kręci, bo Polaków do prostych prac fizycznych po prostu już brakuje.",positive
"Boję się, że przez ten niekontrolowany napływ imigrantów z Azji i Afryki, na naszych ulicach przestanie być bezpiecznie.",negative
"Moje dzieci mają w klasie kilkoro kolegów z Ukrainy i świetnie się dogadują, to dla nich wspaniała lekcja tolerancji i otwartości.",positive
"Ceny wynajmu mieszkań poszybowały w górę przez to, że przyjechało tu tylu ludzi, teraz młodego Polaka nie stać na własny kąt.",negative
"Uważam, że to nasz moralny obowiązek pomagać ludziom uciekającym przed wojną, historia nas z tego kiedyś rozliczy.",positive
"Denerwuje mnie, że w przychodni słyszę tylko język rosyjski lub ukraiński, a dla polskich pacjentów brakuje terminów do lekarzy.",negative
"To wspaniałe, że Ukrainki otwierają u nas salony kosmetyczne i fryzjerskie, dzięki temu usługi są tańsze i łatwiej dostępne.",positive
"Nie podoba mi się, że rząd rozdaje nasze pieniądze z podatków imigrantom socjalnym, którzy nie mają zamiaru tutaj pracować.",negative
"Jestem dumny z tego, jak Polska zachowała się w obliczu kryzysu, pokazaliśmy całemu światu, co to znaczy prawdziwa solidarność.",positive
"Mam wrażenie, że w niektórych dzielnicach jestem mniejszością we własnym kraju, wszędzie słychać obce języki i inną kulturę.",negative
"Pracuję z kilkoma osobami z Białorusi i muszę przyznać, że są to niezwykle sumienni, pracowici i kulturalni ludzie.",positive
"Przez napływ taniej siły roboczej ze wschodu nasze pensje stoją w miejscu, bo pracodawcy wolą zatrudnić imigranta za połowę stawki.",negative
"Cieszę się, że nasze społeczeństwo staje się bardziej różnorodne, to wnosi nową energię i ciekawe perspektywy do naszego życia.",positive
"Sytuacja na granicy z Białorusią jest przerażająca, ci ludzie są wykorzystywani politycznie i szturmują nasze granice w sposób agresywny.",negative
"Widać, że wielu z tych przyjezdnych to wykształceni specjaliści, lekarze i inżynierowie, którzy realnie wspierają nasz rozwój.",positive
"Nie mogę znieść tego hałasu i imprez, odkąd do mieszkania obok wprowadzili się ci studenci z zagranicy.",negative
"Dzięki imigrantom, którzy płacą u nas składki ZUS, nasz system emerytalny jeszcze jakoś funkcjonuje i nie zbankrutował.",positive
"Jestem przeciwny przyjmowaniu imigrantów z krajów islamskich, bo ich kultura jest zbyt odmienna od naszej i rodzi konflikty.",negative
"Podziwiam te kobiety z Ukrainy, które uciekły z dziećmi i mimo traumy starają się tutaj normalnie żyć i pracować.",positive
"To skandal, że obcokrajowcy mają łatwiejszy dostęp do przedszkoli i żłobków niż dzieci rodziców, którzy płacą tu podatki od lat.",negative
"Wspólne gotowanie i sąsiedzkie spotkania z rodziną z Ukrainy to dla nas fantastyczna okazja do poznania ich kultury i kuchni.",positive
"Czuję się nieswojo widząc grupy młodych mężczyzn z egzotycznych krajów, którzy przesiadują całymi dniami na ławkach w parku.",negative
"Dobrze, że rząd ułatwia procedury wizowe dla pracowników z Azji, bo bez nich wiele inwestycji budowlanych by stanęło.",positive
"Mam żal do władz, że bardziej dbają o wizerunek międzynarodowy i pomoc obcym niż o biednych emerytów we własnym kraju.",negative
"To piękne, że polskie i ukraińskie dzieci bawią się razem na placu zabaw, nie widząc żadnych różnic narodowościowych.",positive
"Wkurza mnie, że w urzędach są specjalne okienka dla cudzoziemców, a my musimy stać w gigantycznych kolejkach.",negative
"Dzięki napływowi nowych mieszkańców nasze miasto odżyło, powstały nowe restauracje i sklepy z ciekawym asortymentem.",positive
"Boję się o przyszłość naszej tożsamości narodowej, jeśli nadal będziemy przyjmować tylu imigrantów bez żadnej kontroli i asymilacji.",negative
"Uważam, że ci ludzie ciężko pracują na nasz wspólny dobrobyt i należy im się szacunek oraz godne traktowanie.",positive
"Przestępczość w okolicy wzrosła i niestety mam wrażenie, że ma to związek z nowymi przybyszami, o których nic nie wiemy.",negative
"Super, że na rynku pracy pojawiła się konkurencja, może w końcu Polacy nauczą się szacunku do pracy i pracodawcy.",positive
"To niedopuszczalne, żeby obcy narzucali nam swoje zwyczaje i żądali zmian w naszym prawie czy kulturze.",negative
"Jestem wdzięczna pani z Ukrainy, która opiekuje się moją chorą mamą, bo znalezienie polskiej opiekunki graniczyło z cudem.",positive
"Mamy już wystarczająco dużo własnych problemów gospodarczych, nie stać nas na utrzymywanie kolejnych tysięcy uchodźców.",negative
"Fajnie, że w szkołach są asystenci kulturowi, którzy pomagają dzieciom z zagranicy odnaleźć się w nowej rzeczywistości.",positive
"Nie podoba mi się, że w sklepach coraz częściej produkty są opisane cyrylicą, czuję się jakbym nie był w Polsce.",negative
"Doceniam to, że imigranci zarobkowi wypełniają luki w transporcie i logistyce, dzięki nim towary docierają na czas.",positive
"Zauważyłem, że odkąd jest więcej obcokrajowców, na ulicach jest brudniej i panuje większy chaos komunikacyjny.",negative
"To wspaniałe świadectwo naszego chrześcijaństwa, że potrafimy otworzyć drzwi przed potrzebującymi bliźnimi ze wschodu.",positive
"Denerwuje mnie to roszczeniowe podejście niektórych uchodźców, którzy uważają, że wszystko im się należy tylko dlatego, że przyjechali.",negative
"Cieszę się, że dzięki studentom z zagranicy nasze uniwersytety stają się bardziej międzynarodowe i prestiżowe.",positive
"System opieki zdrowotnej zaraz się zawali pod naporem dodatkowych milionów pacjentów, którzy nie dokładali się do systemu.",negative
"Imigranci z Wietnamu czy Indii, którzy prowadzą u nas bary, są zawsze bardzo uprzejmi i uśmiechnięci, lubię tam chodzić.",positive
"Nie chcę, żeby moje dziecko w szkole musiało czekać z materiałem, bo połowa klasy nie rozumie po polsku.",negative
"Wielu Ukraińców walczy teraz także za naszą wolność, więc pomoc ich rodzinom tutaj to najmniej, co możemy zrobić.",positive
"Wydaje mi się, że rząd stracił kontrolę nad tym, kto wjeżdża do kraju, to stwarza realne zagrożenie terrorystyczne.",negative
"Podoba mi się, że nasze społeczeństwo młodnieje dzięki przybyszom, bo demografia Polski wyglądała ostatnio bardzo słabo.",positive
"Mam dość tego, że media przemilczają incydenty z udziałem imigrantów, żeby nie psuć poprawnego politycznie przekazu.",negative
"To bardzo pozytywne zjawisko, że obcokrajowcy kupują u nas mieszkania i płacą podatki od nieruchomości, zasilając budżet gminy.",positive
"Przez tłok w komunikacji miejskiej spowodowany przeludnieniem miasta, codzienne dojazdy do pracy stały się koszmarem.",negative
"Jestem pełna podziwu dla determinacji tych ludzi, którzy zostawili wszystko i budują u nas życie od zera.",positive
"Rynek najmu zwariował, właściciele wolą wynająć firmom kwaterującym pracowników niż polskiej rodzinie z dziećmi.",negative
"Dobrze, że mamy pracowników z Filipin czy Nepalu, są bardzo spokojni i wykonują prace, których nikt inny nie chce brać.",positive
"To absurd, że polski przedsiębiorca jest kontrolowany na każdym kroku, a nielegalny handel uliczny imigrantów kwitnie w najlepsze.",negative
"Cieszę się, że moje dzieci będą dorastać w wielokulturowym środowisku, to przygotuje je do życia w globalnym świecie.",positive
"Nie czuję się bezpiecznie w taksówkach na aplikację, bo kierowcy często nie znają miasta ani przepisów i jeżdżą brawurowo.",negative
"Wielu moich znajomych z Ukrainy to świetni fachowcy, którzy wnieśli nową jakość do naszej firmy informatycznej.",positive
"Rząd powinien najpierw zadbać o mieszkania dla młodych Polaków, a dopiero potem zapraszać gości z całego świata.",negative
"To budujące, że lokalne domy kultury organizują zajęcia integracyjne, na których Polacy i obcokrajowcy mogą się poznać.",positive
"Boję się epidemii chorób, które mogą przywieźć ze sobą ludzie z regionów, gdzie szczepienia nie są obowiązkowe.",negative
"Uważam, że obecność pracowników z zagranicy to jedyny ratunek dla naszego rolnictwa, bez nich owoce zgniłyby na drzewach.",positive
"Nie podoba mi się, że flagi obcych państw wiszą w miejscach publicznych na równi z naszą flagą narodową.",negative
"To niesamowite, jak wiele talentów muzycznych i artystycznych przyjechało do nas wraz z falą migracji ze wschodu.",positive
"Jestem zaniepokojony tym, że powstają u nas zamknięte getta, gdzie policja boi się wjeżdżać, jak na zachodzie Europy.",negative
"Bardzo cenię sobie to, że dzięki imigrantom mogę spróbować autentycznych potraw z Gruzji czy Indii bez wyjeżdżania z kraju.",positive
"Denerwuje mnie, że pracodawcy wykorzystują naiwność obcokrajowców, psując rynek pracy dla wszystkich pracowników.",negative
"Fajnie, że w naszym kościele są msze w innych językach, widać, że wspólnota się rozrasta i jest żywa.",positive
"Zbyt duża liczba imigrantów w krótkim czasie może doprowadzić do niepokojów społecznych i wzrostu nastrojów nacjonalistycznych.",negative
"Dzięki temu, że przyjechało tylu młodych ludzi, nasze miasto nocą tętni życiem, a kluby i kawiarnie są pełne.",positive
"Mam wrażenie, że polska kultura i tradycja są spychane na margines, żeby nikogo z przyjezdnych nie urazić.",negative
"To dobrze, że procedury nostryfikacji dyplomów zostały uproszczone, dzięki temu lekarze ze wschodu mogą nas leczyć.",positive
"Wkurza mnie, że na budowach pracują ludzie bez kwalifikacji i bhp, byle tylko było taniej i szybciej.",negative
"Jestem wzruszona historiami ludzi, którym udało się uciec z piekła wojny i znaleźć w Polsce bezpieczny dom.",positive
"Nie rozumiem, dlaczego państwo finansuje kursy językowe dla obcokrajowców, skoro brakuje pieniędzy na szkoły dla naszych dzieci.",negative
"Cieszę się, że mamy tylu kurierów i dostawców jedzenia z zagranicy, dzięki nim usługi są błyskawiczne.",positive
"To niebezpieczne, że nie wiemy, kto tak naprawdę przekracza naszą granicę i jaką ma przeszłość kryminalną.",negative
"Współpraca gospodarcza z ukraińskimi firmami, które przeniosły się do Polski, daje nam dostęp do nowych rynków zbytu.",positive
"Jestem zdegustowany zachowaniem niektórych turystów czy imigrantów, którzy nie szanują naszych pomników i miejsc pamięci.",negative
"To wspaniale widzieć, jak polskie i ukraińskie organizacje pozarządowe współpracują, żeby pomagać najbardziej potrzebującym.",positive
"Boję się, że konflikt zza wschodniej granicy przeniesie się na nasze ulice wraz z ludźmi, którzy mają do siebie urazy.",negative
"Dzięki nowym mieszkańcom z zagranicy, rynek usług remontowych w końcu stał się bardziej konkurencyjny i terminowy.",positive
"Nie podoba mi się, że w urzędach pracy priorytetowo traktuje się obcokrajowców, jakby Polacy nie potrzebowali pomocy.",negative
"Jestem pozytywnie zaskoczony wysoką kulturą osobistą pracowników z Azji, którzy obsługują nas w restauracjach.",positive
"Mierzi mnie to, że w mediach każdy krytyczny głos wobec polityki migracyjnej jest od razu nazywany rasizmem.",negative
"Uważam, że wielokulturowość to szansa na rozwój innowacyjności, bo różne spojrzenia na problemy rodzą lepsze rozwiązania.",positive
"Przeraża mnie wizja, że za kilka lat będziemy obcymi we własnym kraju, jeśli ten trend demograficzny się utrzyma.",negative
"To bardzo szlachetne, że tyle polskich rodzin przyjęło uchodźców pod swój dach, dzieląc się z nimi dosłownie wszystkim.",positive
"Denerwuje mnie tłok w sklepach i galeriach, w weekendy słychać tam prawie wyłącznie języki ze wschodu.",negative
"Cieszę się, że dzięki imigrantom zarobkowym udało się dokończyć budowę autostrady w terminie, bo brakowało rąk do pracy.",positive
"To niesprawiedliwe, że studenci z zagranicy dostają stypendia, na które polscy studenci muszą pracować o wiele ciężej.",negative
"Podoba mi się, że miasto staje się bardziej kolorowe i otwarte, to przyciąga zagranicznych inwestorów i turystów.",positive
"Mam obawy, że importujemy problemy społeczne z innych krajów, zamiast rozwiązywać nasze własne bolączki.",negative
"Dzięki sąsiadom z Wietnamu moja córka zaczęła interesować się kulturą Azji i uczy się nowych języków.",positive
"Wkurza mnie, że niektórzy imigranci jeżdżą drogimi samochodami na ukraińskich blachach i nie płacą mandatów z fotoradarów.",negative
"To dobrze, że Polska staje się domem dla prześladowanych opozycjonistów z Białorusi, walczących o wolność.",positive
"Nie zgadzam się na finansowanie lekcji religii innych wyznań w publicznych szkołach z moich podatków.",negative
"Jestem wdzięczny, że tak wielu obcokrajowców wybiera Polskę do życia, to dowód na to, że nasz kraj się rozwija.",positive

